order_id,amount,payment_method
5807,6559,Cash on Delivery
25212,41261,Credit Card
29146,21726,GCash
20738,43151,GCash
8626,15732,GCash
3112,43849,Credit Card
19031,13506,GCash
1717,39822,Cash on Delivery
26806,42728,Cash on Delivery
1732,25425,Credit Card
5989,33454,GCash
1983,47116,Cash on Delivery
11723,33714,Credit Card
29914,17405,Cash on Delivery
25864,14407,Credit Card
28951,15222,GCash
12764,5554,Credit Card
722,14452,Cash on Delivery
8681,15953,Cash on Delivery
6963,892,GCash
18498,29044,Credit Card
16553,7017,GCash
14402,46209,GCash
22,4315,Credit Card
26109,11120,GCash
11432,39430,Cash on Delivery
26635,25049,GCash
22540,4834,Cash on Delivery
18722,27631,Credit Card
17827,1560,Credit Card
3356,44832,GCash
27893,17563,Credit Card
23396,257,Credit Card
20125,26104,GCash
27678,38887,Cash on Delivery
19128,16046,Cash on Delivery
19414,9986,Credit Card
6187,13976,Cash on Delivery
24698,32434,GCash
19461,36919,Cash on Delivery
6157,6425,Cash on Delivery
6689,19170,GCash
23415,29265,Cash on Delivery
27270,12194,Cash on Delivery
12911,21970,GCash
20179,11837,Credit Card
23533,10873,Cash on Delivery
20506,47170,GCash
27583,14100,GCash
19051,29804,Cash on Delivery
29692,19573,GCash
1633,35357,Credit Card
187,42006,Credit Card
959,47526,Credit Card
25016,47854,GCash
24556,43043,Cash on Delivery
28145,23085,GCash
871,24408,GCash
5479,42981,Credit Card
22240,21694,GCash
12258,1750,GCash
18878,7151,Credit Card
15013,143,Credit Card
12550,26545,Credit Card
17685,14187,Credit Card
15530,34298,GCash
654,5017,Credit Card
16469,33114,Credit Card
24458,19555,Credit Card
19785,12202,Cash on Delivery
11751,37831,Cash on Delivery
2433,33977,Cash on Delivery
11129,6208,Cash on Delivery
2320,39829,GCash
15070,16194,Cash on Delivery
10795,31739,Cash on Delivery
11553,10424,Cash on Delivery
4527,37623,Credit Card
21232,46065,Credit Card
20419,8376,GCash
22449,24302,Credit Card
15232,43534,Cash on Delivery
26787,26211,Credit Card
21209,10133,Cash on Delivery
13737,42272,Credit Card
25732,11213,Cash on Delivery
9428,43988,Credit Card
21382,14187,Credit Card
20630,35508,Cash on Delivery
19001,44571,Cash on Delivery
27488,6073,Credit Card
1769,39490,GCash
2402,16544,GCash
21835,26094,Credit Card
2512,37031,Cash on Delivery
7211,22952,GCash
20302,33474,GCash
29803,6100,GCash
7297,28963,GCash
15845,31725,Cash on Delivery
10137,38586,Credit Card
26569,18096,Credit Card
29334,4164,GCash
7384,14097,Cash on Delivery
7283,48972,Cash on Delivery
24177,13364,Credit Card
2337,47033,GCash
18429,43052,Credit Card
10447,36384,GCash
18158,40182,Credit Card
17170,20321,Credit Card
21253,30128,Cash on Delivery
10155,4294,Cash on Delivery
25923,43205,GCash
12042,47900,GCash
16155,466,GCash
8940,48005,GCash
15298,14622,Cash on Delivery
29203,43775,Credit Card
28962,34753,Credit Card
1084,34441,Credit Card
2806,6905,GCash
27521,45523,Cash on Delivery
10761,33192,Credit Card
17462,11886,GCash
13191,12281,GCash
28341,29997,Credit Card
6581,47636,GCash
1624,31439,Cash on Delivery
22240,48054,Cash on Delivery
2988,3822,GCash
9081,35585,Credit Card
10110,33986,Cash on Delivery
13913,48559,Cash on Delivery
9446,42327,GCash
27228,40241,GCash
28820,3338,Credit Card
17838,24468,GCash
1305,18714,Credit Card
27403,25446,Credit Card
3112,46115,Cash on Delivery
10784,22375,GCash
27081,29677,GCash
16791,264,GCash
12277,43644,GCash
26106,17652,Cash on Delivery
10540,15028,Credit Card
14555,41865,GCash
24539,29248,Credit Card
2740,45219,Credit Card
26605,16185,Cash on Delivery
7072,19424,GCash
24297,39917,GCash
5262,1285,Credit Card
25907,49289,GCash
17481,35145,GCash
6115,42622,Cash on Delivery
15149,17226,Credit Card
9804,2284,Cash on Delivery
19190,29152,Cash on Delivery
22292,34599,Cash on Delivery
21021,47216,Cash on Delivery
13992,28197,Cash on Delivery
971,30045,Credit Card
9092,27260,Credit Card
8698,16794,Cash on Delivery
26419,15921,Credit Card
3958,37035,Credit Card
9851,20674,Credit Card
6153,26615,GCash
28906,13148,GCash
26722,45032,GCash
15733,37240,Cash on Delivery
12605,2456,Cash on Delivery
16242,35109,Cash on Delivery
24354,28212,Credit Card
12713,48299,Cash on Delivery
6828,48848,GCash
18767,19609,GCash
1985,2512,Credit Card
20817,34254,Credit Card
24395,44628,Credit Card
7432,44884,Credit Card
17699,29075,Credit Card
2893,37265,GCash
25588,40181,Cash on Delivery
27575,6735,Cash on Delivery
26411,25278,GCash
10413,25767,Cash on Delivery
12164,2137,GCash
26934,33488,Cash on Delivery
20375,22498,Cash on Delivery
9966,46725,Cash on Delivery
23184,8611,Credit Card
28281,2110,Cash on Delivery
28315,28333,Cash on Delivery
23647,43676,GCash
6502,47528,Cash on Delivery
6680,2908,Credit Card
500,25069,GCash
10007,41692,GCash
3388,43124,Credit Card
18693,37612,Cash on Delivery
179,12366,Credit Card
27625,36935,GCash
12072,41480,Cash on Delivery
27035,31633,GCash
1816,27724,GCash
26215,42061,Cash on Delivery
11023,9084,Cash on Delivery
28018,20061,Cash on Delivery
14192,32988,Cash on Delivery
8500,29136,Cash on Delivery
16059,9729,Credit Card
25742,41509,Cash on Delivery
9841,24000,Credit Card
17066,25009,GCash
12043,27558,Cash on Delivery
9856,47679,Cash on Delivery
19861,9686,GCash
21024,14139,Cash on Delivery
3723,4813,Cash on Delivery
12831,14152,GCash
17271,2593,GCash
21397,42736,Credit Card
21559,31395,GCash
5866,5822,Cash on Delivery
10720,37150,Cash on Delivery
23486,38035,Credit Card
11802,4175,Cash on Delivery
23755,15370,Credit Card
11827,38243,Cash on Delivery
29163,21288,Credit Card
27084,20457,Credit Card
26617,23759,Credit Card
28723,21544,Cash on Delivery
10733,32274,GCash
28193,4529,Cash on Delivery
7004,27021,Credit Card
979,12407,Credit Card
6610,38578,GCash
3213,18160,GCash
24888,7399,Credit Card
24,13320,Cash on Delivery
19572,6153,Cash on Delivery
9356,23688,GCash
29888,43408,GCash
6657,37883,Credit Card
17733,27192,Credit Card
16105,43820,GCash
29732,29032,Credit Card
19350,4147,Cash on Delivery
836,7373,Cash on Delivery
16314,8349,Cash on Delivery
4743,5814,Cash on Delivery
6223,3212,GCash
22584,16806,Credit Card
25310,31937,Cash on Delivery
29991,10477,Cash on Delivery
15506,19508,Credit Card
26691,12510,GCash
26312,21054,Cash on Delivery
24002,11487,GCash
8233,40955,GCash
25744,10546,Credit Card
20722,13404,GCash
13645,41598,GCash
17500,17883,Cash on Delivery
16379,19198,Credit Card
29811,1548,Cash on Delivery
5975,44547,Credit Card
11373,29122,Credit Card
14812,1162,GCash
26450,2921,Credit Card
18145,38147,Cash on Delivery
12272,13082,GCash
561,31618,GCash
12172,42673,Cash on Delivery
20396,4315,Credit Card
9367,1312,GCash
2715,13358,GCash
13923,37689,Cash on Delivery
5326,47654,Credit Card
24340,48224,Cash on Delivery
16947,29372,Cash on Delivery
2446,37346,Credit Card
5077,47348,Cash on Delivery
25400,9838,Credit Card
11172,39244,Cash on Delivery
7392,35772,GCash
10341,18283,Cash on Delivery
20063,48491,Cash on Delivery
6492,33218,Credit Card
19104,30720,Cash on Delivery
14569,5977,GCash
15858,45617,Credit Card
26268,43584,GCash
25894,24087,Credit Card
20325,21688,Credit Card
11800,8548,Credit Card
2448,27664,GCash
4364,2270,Credit Card
9496,14603,Cash on Delivery
7879,10747,GCash
1105,25244,Cash on Delivery
20380,9115,GCash
12882,18418,GCash
6747,18491,Cash on Delivery
3261,5541,GCash
17642,24488,GCash
27703,47358,Cash on Delivery
8652,40028,Cash on Delivery
1788,24182,Credit Card
20842,30608,GCash
12062,29928,Credit Card
18374,43796,Credit Card
26591,8142,Credit Card
9623,25874,Cash on Delivery
19065,28198,Credit Card
21649,47998,Credit Card
6248,27969,Credit Card
27854,8202,GCash
16939,37859,GCash
3494,8528,GCash
29819,7718,Cash on Delivery
29831,32428,Credit Card
27440,48783,Cash on Delivery
18514,1518,Cash on Delivery
29331,2603,GCash
13372,32167,GCash
7239,24700,GCash
105,40937,GCash
4459,8333,Credit Card
10463,13729,GCash
25474,19262,Cash on Delivery
14724,42451,GCash
15641,42470,GCash
9249,17977,Cash on Delivery
1711,29328,Credit Card
27189,3099,GCash
3004,31331,GCash
12681,10168,GCash
10634,29626,Cash on Delivery
5352,47335,Credit Card
19146,26426,Cash on Delivery
9979,30686,Cash on Delivery
8115,21800,Cash on Delivery
13792,18924,Cash on Delivery
7473,25282,Cash on Delivery
22597,7628,Cash on Delivery
27529,37106,Cash on Delivery
26585,49649,GCash
9155,48470,GCash
26760,43622,Cash on Delivery
29395,21669,Credit Card
3534,13644,Credit Card
24863,49435,GCash
4729,27113,Credit Card
9015,9383,Credit Card
20876,1010,Credit Card
15149,49099,GCash
9607,11397,GCash
5222,20859,Credit Card
28028,40456,Cash on Delivery
18673,42316,GCash
23392,46082,Credit Card
17279,29429,Cash on Delivery
18160,40696,Credit Card
11648,43998,Credit Card
6119,45609,GCash
24699,15980,Cash on Delivery
17238,12795,GCash
15809,15174,Credit Card
14983,19581,Cash on Delivery
8983,1943,Credit Card
2025,3620,Credit Card
9780,49727,Cash on Delivery
21156,4421,GCash
8142,6601,GCash
23509,21011,Cash on Delivery
23617,3699,Credit Card
8781,31088,Cash on Delivery
24376,29862,Credit Card
20318,46488,Cash on Delivery
822,23657,Credit Card
16770,39321,Credit Card
23478,44963,Cash on Delivery
2842,7547,Cash on Delivery
11290,16558,GCash
22022,20513,Credit Card
22426,35461,GCash
25668,15638,GCash
18197,32410,Credit Card
9641,20115,Credit Card
4743,9910,GCash
6378,26362,GCash
26035,919,GCash
13413,23536,Cash on Delivery
16126,22948,Cash on Delivery
19511,28392,Credit Card
16733,16458,GCash
6682,17617,Cash on Delivery
19298,2784,GCash
25556,28884,GCash
26053,14782,GCash
20217,3590,Credit Card
28838,40523,Cash on Delivery
23579,34560,GCash
16018,7839,Cash on Delivery
29297,44932,Credit Card
6915,45459,Cash on Delivery
19383,10068,Credit Card
23324,21527,Credit Card
29428,14021,GCash
11920,8616,Credit Card
29058,46990,Cash on Delivery
18987,17864,Credit Card
3449,40318,Cash on Delivery
16597,38575,Credit Card
11194,33749,Cash on Delivery
14743,31819,Cash on Delivery
21028,10936,GCash
2114,9832,GCash
22982,45594,GCash
4996,32952,Credit Card
20792,33445,Cash on Delivery
397,22314,GCash
18065,3366,Credit Card
23235,18567,Credit Card
12021,46078,Cash on Delivery
26054,4347,Credit Card
7992,2059,GCash
8558,45031,Credit Card
2561,28335,GCash
1141,9870,Cash on Delivery
26895,23250,Cash on Delivery
1054,9603,GCash
27987,47632,Credit Card
8651,41541,GCash
779,11639,Credit Card
24345,22924,Cash on Delivery
8284,20474,Cash on Delivery
4738,34211,Credit Card
22638,24492,Credit Card
15177,22993,Credit Card
10713,42860,Credit Card
24521,7849,GCash
19281,18285,Credit Card
9591,37729,Credit Card
8920,10653,Cash on Delivery
15991,1303,Credit Card
14941,14166,GCash
16969,19171,Cash on Delivery
25868,33194,Credit Card
944,10276,GCash
6666,8648,Cash on Delivery
10441,8965,GCash
15866,49257,GCash
655,23965,Credit Card
14720,42310,Credit Card
19017,12594,GCash
15489,12913,GCash
20819,2971,GCash
2953,16474,Credit Card
28490,28913,Cash on Delivery
23268,5258,Credit Card
4075,23155,Cash on Delivery
5747,3053,Cash on Delivery
3597,2863,GCash
28296,2610,Cash on Delivery
29857,7076,GCash
28498,31647,Credit Card
7272,27657,GCash
23862,29090,Credit Card
23177,17259,GCash
8752,13078,Credit Card
20279,38350,Cash on Delivery
10273,15869,GCash
23834,32287,Cash on Delivery
27956,160,GCash
9556,21135,Cash on Delivery
23968,44314,Cash on Delivery
5822,34433,Credit Card
24454,39904,Cash on Delivery
16140,36731,Credit Card
7783,35231,Credit Card
15670,43137,Cash on Delivery
18393,12038,Cash on Delivery
8508,15822,GCash
18120,37661,Cash on Delivery
3760,22919,Credit Card
18212,1721,Cash on Delivery
8120,40208,GCash
3680,15813,GCash
6892,34009,Credit Card
13425,37392,GCash
26778,22167,Cash on Delivery
6127,9891,Cash on Delivery
19982,16567,Cash on Delivery
23401,28299,GCash
4186,4818,Credit Card
14431,8902,Cash on Delivery
4541,33475,Credit Card
25451,4594,Credit Card
13073,48511,Cash on Delivery
27351,38427,Credit Card
2183,6744,Credit Card
8395,19463,Credit Card
975,13661,GCash
13625,12051,Cash on Delivery
25720,11746,Credit Card
28183,7699,Credit Card
17742,24485,Cash on Delivery
2118,37338,Cash on Delivery
6983,32302,Credit Card
26520,33969,GCash
10296,45705,GCash
7722,10107,Credit Card
29595,46333,Credit Card
24588,43181,Credit Card
17125,37924,Cash on Delivery
13959,22705,Cash on Delivery
6498,7284,GCash
18720,24711,Credit Card
21380,49472,Credit Card
12252,21697,GCash
16983,1457,GCash
3317,32407,Credit Card
15928,35501,Credit Card
23529,22475,GCash
23588,22133,Cash on Delivery
18191,44234,GCash
15543,10485,Cash on Delivery
24331,5583,Credit Card
24653,19235,GCash
5985,18486,Cash on Delivery
7109,9958,Cash on Delivery
23559,18584,GCash
19152,8923,GCash
23934,38339,Credit Card
1056,29918,Credit Card
20378,34846,Cash on Delivery
23162,20288,Cash on Delivery
21384,4369,GCash
125,48457,Cash on Delivery
5438,29400,Cash on Delivery
12419,48139,Credit Card
16925,16803,Cash on Delivery
18115,3190,Cash on Delivery
20807,32511,Credit Card
8551,5991,Credit Card
13587,34455,Credit Card
25664,34519,Cash on Delivery
27846,30559,GCash
17110,16062,Cash on Delivery
25838,19492,Cash on Delivery
21800,35927,GCash
16848,21314,Cash on Delivery
20855,37070,Cash on Delivery
16765,20291,GCash
4841,41823,Credit Card
10008,12168,GCash
6823,8487,Cash on Delivery
9986,35812,Credit Card
15371,32599,Credit Card
1442,24213,Cash on Delivery
27107,6295,Credit Card
4701,2772,Credit Card
9378,35555,Credit Card
7138,16437,GCash
8608,25679,GCash
13840,14685,Credit Card
15640,29838,Cash on Delivery
18986,19070,GCash
9077,11790,GCash
12953,26242,GCash
5543,47655,Credit Card
28861,23012,GCash
18458,36445,Credit Card
21754,9355,GCash
2100,8888,GCash
22055,31211,Credit Card
27656,12590,GCash
23277,28955,Credit Card
3857,28964,Cash on Delivery
2263,48797,Cash on Delivery
7752,39171,GCash
2955,45719,Credit Card
21140,36933,Credit Card
21552,46099,GCash
17680,1576,Cash on Delivery
15722,13480,GCash
7051,29628,Credit Card
4207,21964,Cash on Delivery
9481,5589,Credit Card
25764,45993,GCash
16664,17530,GCash
22140,39120,GCash
18385,26761,Credit Card
11685,10326,Credit Card
26332,48019,Cash on Delivery
2761,8322,Credit Card
24839,18664,Credit Card
1016,23687,GCash
21186,4100,Cash on Delivery
2184,25656,GCash
14100,44743,GCash
17786,755,GCash
20854,3198,Cash on Delivery
5741,32462,Credit Card
9324,42811,Credit Card
24843,36003,Cash on Delivery
8019,40493,GCash
23569,23691,GCash
24793,45808,Credit Card
547,10774,Credit Card
25745,28825,Credit Card
8864,35135,Cash on Delivery
10751,3225,GCash
17533,28349,Credit Card
17798,39024,GCash
13592,28896,GCash
26410,38087,GCash
13774,25855,Cash on Delivery
13881,39146,GCash
20827,29712,Cash on Delivery
495,49446,Cash on Delivery
10421,38699,Credit Card
1727,15321,Credit Card
28175,48097,GCash
17530,46437,Credit Card
6300,21010,Credit Card
41,46985,GCash
12531,35188,Credit Card
1977,115,Cash on Delivery
2430,25520,GCash
28540,28400,Credit Card
17320,46782,Cash on Delivery
4816,25452,Cash on Delivery
20603,32233,Credit Card
25572,49946,Credit Card
27615,14595,Cash on Delivery
5245,23473,Cash on Delivery
13189,39969,GCash
10094,28398,Credit Card
15914,2146,Credit Card
7271,45937,Cash on Delivery
13451,9832,GCash
23806,5750,Cash on Delivery
19948,21082,Cash on Delivery
5649,19033,Cash on Delivery
24111,5568,Credit Card
2713,33347,GCash
9628,6901,GCash
21770,17870,GCash
12487,32162,GCash
20626,10810,GCash
25486,34268,GCash
22558,38037,Cash on Delivery
10722,37599,GCash
17512,43664,GCash
17464,25161,Credit Card
4873,31219,Credit Card
16062,3595,GCash
14331,13403,Credit Card
3062,8747,Cash on Delivery
10845,5883,Cash on Delivery
20222,13121,Credit Card
3648,37866,Credit Card
10755,319,Credit Card
677,19238,Cash on Delivery
19837,37131,Cash on Delivery
13780,16316,GCash
26159,38295,Cash on Delivery
6229,30828,Cash on Delivery
6513,8763,GCash
19245,49182,Cash on Delivery
4310,33336,GCash
26844,26092,Cash on Delivery
18230,40439,Cash on Delivery
11026,9002,Credit Card
3986,31064,Credit Card
11806,20515,Cash on Delivery
2517,46128,GCash
17601,9594,GCash
28513,28465,GCash
10220,14432,Cash on Delivery
3894,42549,GCash
5606,8776,GCash
13937,43520,Cash on Delivery
23678,42320,Cash on Delivery
12372,19286,Credit Card
20693,11971,Cash on Delivery
27666,28954,Cash on Delivery
11833,30527,Credit Card
4391,16856,Credit Card
22380,46333,Cash on Delivery
8738,17668,Cash on Delivery
16613,21621,Credit Card
28818,116,Credit Card
14076,27561,Cash on Delivery
16141,14621,Credit Card
11913,16685,Cash on Delivery
15845,4995,Cash on Delivery
25005,38238,Credit Card
9622,23628,Cash on Delivery
20412,15512,Cash on Delivery
726,19042,GCash
3404,43768,GCash
7180,7015,Credit Card
6050,24993,GCash
16118,40218,Cash on Delivery
1500,45590,Credit Card
22084,15733,GCash
5865,18760,Credit Card
1414,28549,Credit Card
3680,18229,GCash
26502,11846,Cash on Delivery
1174,32301,Credit Card
11155,25773,Credit Card
9575,31445,Credit Card
8483,6956,Cash on Delivery
10626,23346,GCash
5012,49782,GCash
10843,29850,Cash on Delivery
20451,36215,Cash on Delivery
19111,28936,GCash
24265,39011,GCash
20179,14643,GCash
13423,38440,Cash on Delivery
11144,24981,Credit Card
26392,49065,GCash
17712,24947,GCash
2498,22933,Cash on Delivery
7296,44248,Cash on Delivery
5998,36528,Credit Card
12447,47048,Credit Card
8261,47656,Cash on Delivery
3874,12244,GCash
15501,18151,Cash on Delivery
28530,11056,Cash on Delivery
233,14924,Cash on Delivery
28677,10042,GCash
19975,19673,Cash on Delivery
27586,30502,GCash
16921,22653,GCash
24250,3378,GCash
17426,40582,Cash on Delivery
28767,36681,Credit Card
578,40629,Cash on Delivery
17096,38806,Credit Card
14144,40306,GCash
26128,19246,Credit Card
5924,37937,Credit Card
15978,27957,Credit Card
15675,38008,Cash on Delivery
3016,41363,Credit Card
25732,32050,Cash on Delivery
11265,7809,Cash on Delivery
26768,23936,Cash on Delivery
7286,35917,Cash on Delivery
15964,36841,Cash on Delivery
14285,45009,Cash on Delivery
13495,18292,Cash on Delivery
27507,21084,GCash
19812,38033,GCash
23854,25302,Credit Card
20895,3252,GCash
13175,12181,GCash
22085,48223,GCash
24328,49749,GCash
13074,37767,Cash on Delivery
22159,44620,Credit Card
17020,38360,Credit Card
1273,1466,Credit Card
26855,23382,Credit Card
18601,4766,Credit Card
9110,20071,Cash on Delivery
12431,24159,Credit Card
3001,8308,GCash
24203,16482,Cash on Delivery
7985,25367,GCash
20933,18527,Credit Card
25674,34505,Credit Card
18709,3865,Cash on Delivery
13048,13188,Cash on Delivery
15781,33666,Credit Card
17798,12455,Credit Card
28211,11881,GCash
22176,27977,Cash on Delivery
1011,42316,Cash on Delivery
22465,26429,Credit Card
27521,41156,GCash
20202,25347,Cash on Delivery
11525,7253,Cash on Delivery
2573,44289,Cash on Delivery
21037,17563,Cash on Delivery
26744,39263,Credit Card
9815,7958,Credit Card
5827,27240,Credit Card
10216,23478,Credit Card
24954,950,Cash on Delivery
8923,43729,Credit Card
6991,44689,Credit Card
17648,19921,GCash
25379,19331,Cash on Delivery
28129,24727,Credit Card
